Date,Open,High,Low,Close,Adj Close,Volume
2022-05-16,56.849998,57.700001,54.750000,56.400002,56.400002,37036105
2022-05-17,56.099998,56.700001,55.150002,56.150002,56.150002,21460388
2022-05-18,56.099998,59.599998,55.849998,58.750000,58.750000,57728111
2022-05-19,56.500000,56.849998,54.799999,55.349998,55.349998,31970099
2022-05-20,56.500000,58.750000,56.400002,58.049999,58.049999,32411623
2022-05-23,58.700001,60.500000,56.599998,57.049999,57.049999,36830591
2022-05-24,57.950001,67.599998,57.900002,64.949997,64.949997,193577787
2022-05-25,65.699997,66.900002,60.650002,62.299999,62.299999,104446924
2022-05-26,61.000000,62.500000,59.599998,60.450001,60.450001,46556399
2022-05-27,63.000000,63.000000,61.500000,62.049999,62.049999,32064280
2022-05-30,63.250000,72.099998,62.599998,71.050003,71.050003,124103679
2022-05-31,68.500000,77.699997,67.400002,74.650002,74.650002,184333915
2022-06-01,75.400002,79.800003,73.099998,74.699997,74.699997,127949782
2022-06-02,74.400002,74.400002,71.400002,71.949997,71.949997,47866809
2022-06-03,73.900002,74.849998,71.199997,72.150002,72.150002,35779760
2022-06-06,70.000000,71.199997,69.199997,69.900002,69.900002,30078469
2022-06-07,69.699997,69.699997,64.750000,65.400002,65.400002,41755337
2022-06-08,66.000000,68.599998,64.099998,67.150002,67.150002,46697875
2022-06-09,66.199997,69.699997,65.000000,68.699997,68.699997,47653877
2022-06-10,67.300003,69.699997,66.500000,69.000000,69.000000,42040372
2022-06-13,67.500000,68.300003,65.400002,67.500000,67.500000,34863276
2022-06-14,64.199997,70.750000,64.000000,70.000000,70.000000,66677006
2022-06-15,70.650002,71.900002,68.949997,70.199997,70.199997,33246369
2022-06-16,72.000000,72.000000,66.099998,67.199997,67.199997,41879881
2022-06-17,65.650002,69.400002,65.300003,67.050003,67.050003,33597224
2022-06-20,68.000000,68.000000,64.050003,65.000000,65.000000,27409011
2022-06-21,65.500000,67.250000,65.349998,66.050003,66.050003,22905677
2022-06-22,65.949997,68.599998,65.000000,67.599998,67.599998,35026600
2022-06-23,67.050003,70.000000,66.500000,69.550003,69.550003,33785882
2022-06-24,71.000000,71.849998,69.550003,70.500000,70.500000,23948418
2022-06-27,72.650002,72.699997,65.000000,65.849998,65.849998,110751340
2022-06-28,65.699997,65.699997,59.650002,60.299999,60.299999,120959477
2022-06-29,58.750000,61.450001,56.849998,57.299999,57.299999,96955320
2022-06-30,57.799999,59.000000,53.349998,53.849998,53.849998,106893631
2022-07-01,54.150002,56.700001,52.549999,56.150002,56.150002,112078641
2022-07-04,54.500000,55.799999,53.299999,54.299999,54.299999,56902459
2022-07-05,55.400002,55.900002,54.349998,55.450001,55.450001,51276627
2022-07-06,55.799999,55.799999,53.900002,54.349998,54.349998,32403447
2022-07-07,54.650002,55.150002,53.750000,54.450001,54.450001,35759428
2022-07-08,55.000000,55.299999,54.299999,54.799999,54.799999,21413556
2022-07-11,54.700001,56.500000,54.200001,56.099998,56.099998,21739009
2022-07-12,55.900002,59.650002,55.500000,59.000000,59.000000,57986568
2022-07-13,59.000000,61.500000,58.000000,58.349998,58.349998,73383005
2022-07-14,58.400002,59.000000,55.299999,55.650002,55.650002,43024089
2022-07-15,56.200001,56.200001,53.349998,53.900002,53.900002,47995067
2022-07-18,54.700001,55.099998,52.849998,53.599998,53.599998,47689463
2022-07-19,53.650002,54.400002,53.299999,53.950001,53.950001,35427093
2022-07-20,54.500000,54.500000,53.200001,53.400002,53.400002,37683099
2022-07-21,53.349998,54.450001,52.700001,53.500000,53.500000,29402446
2022-07-22,53.750000,54.000000,52.900002,53.650002,53.650002,27302087
2022-07-25,52.500000,52.500000,46.000000,47.599998,47.599998,232841112
2022-07-26,46.599998,46.650002,41.200001,41.650002,41.650002,412304737
2022-07-27,40.849998,44.400002,40.599998,43.950001,43.950001,411205172
2022-07-28,44.900002,46.299999,43.049999,45.700001,45.700001,267544569
2022-07-29,45.599998,47.200001,44.549999,46.799999,46.799999,177187972
2022-08-01,46.799999,47.250000,45.049999,46.299999,46.299999,135944043
2022-08-02,50.000000,55.549999,48.400002,55.549999,55.549999,528899748
2022-08-03,52.500000,56.900002,51.750000,55.450001,55.450001,599688336
2022-08-04,55.750000,58.650002,54.500000,57.849998,57.849998,420183405
2022-08-05,57.900002,59.150002,53.250000,54.599998,54.599998,315019033
2022-08-08,54.700001,56.200001,54.200001,55.450001,55.450001,178185076
2022-08-10,56.200001,56.549999,54.500000,55.950001,55.950001,200699912
2022-08-11,56.900002,58.150002,56.349998,57.900002,57.900002,130942734
2022-08-12,58.099998,63.099998,57.900002,61.750000,61.750000,351208957
2022-08-16,62.650002,67.449997,62.500000,64.250000,64.250000,250686966
2022-08-17,64.800003,65.599998,61.799999,65.250000,65.250000,258066522
2022-08-18,65.599998,69.250000,65.000000,67.099998,67.099998,303566868
2022-08-19,67.400002,68.250000,60.150002,61.450001,61.450001,295737752
2022-08-22,61.000000,62.849998,59.250000,62.000000,62.000000,226773007
2022-08-23,62.299999,65.250000,62.150002,64.449997,64.449997,218585102
2022-08-24,64.099998,64.199997,61.700001,62.200001,62.200001,116401002
2022-08-25,62.799999,63.200001,61.650002,62.099998,62.099998,81137105
2022-08-26,62.400002,62.700001,60.549999,61.849998,61.849998,87939030
2022-08-29,59.700001,60.549999,58.349998,59.200001,59.200001,98493347
2022-08-30,60.200001,61.250000,57.299999,57.950001,57.950001,162054037
2022-09-01,58.700001,63.150002,58.250000,62.450001,62.450001,192477817
2022-09-02,63.400002,63.400002,59.400002,59.750000,59.750000,137946710
2022-09-05,60.450001,60.799999,59.299999,59.650002,59.650002,84539046
2022-09-06,60.299999,60.799999,59.400002,59.700001,59.700001,70186636
2022-09-07,59.650002,60.400002,59.200001,59.500000,59.500000,59843737
2022-09-08,60.349998,62.500000,59.799999,61.349998,61.349998,128430049
2022-09-09,62.000000,63.650002,62.000000,62.799999,62.799999,139369425
2022-09-12,63.000000,63.200001,62.250000,62.549999,62.549999,64044347
2022-09-13,63.000000,66.599998,62.799999,65.449997,65.449997,199032705
2022-09-14,64.050003,65.150002,62.750000,63.299999,63.299999,119824317
2022-09-15,64.000000,64.900002,63.299999,64.599998,64.599998,88185944
2022-09-16,64.400002,65.000000,61.099998,63.200001,63.200001,196537446
2022-09-19,64.199997,65.449997,63.450001,63.950001,63.950001,70453100
2022-09-20,64.900002,65.699997,62.400002,62.849998,62.849998,77904810
2022-09-21,63.299999,63.950001,62.400002,63.450001,63.450001,59131994
2022-09-22,62.900002,63.750000,62.599998,63.299999,63.299999,34716572
2022-09-23,63.000000,63.349998,60.400002,60.799999,60.799999,56730282
2022-09-26,60.000000,60.650002,57.400002,57.799999,57.799999,65832873
2022-09-27,58.150002,59.750000,56.950001,58.849998,58.849998,79641870
2022-09-28,57.799999,59.250000,57.500000,58.049999,58.049999,64334024
2022-09-29,59.200001,62.000000,58.900002,61.200001,61.200001,76969699
2022-09-30,61.500000,62.849998,59.750000,62.349998,62.349998,71494895
2022-10-03,62.000000,63.099998,61.200001,61.900002,61.900002,44528871
2022-10-04,63.099998,64.449997,63.000000,64.050003,64.050003,47077008
2022-10-06,64.400002,66.150002,64.250000,65.550003,65.550003,59866072
2022-10-07,65.150002,70.199997,64.599998,69.550003,69.550003,170879536
2022-10-10,68.400002,69.699997,67.500000,68.699997,68.699997,87158481
2022-10-11,68.400002,69.199997,65.000000,65.550003,65.550003,70171064
2022-10-12,65.650002,66.449997,63.049999,63.750000,63.750000,67799710
2022-10-13,64.099998,64.650002,61.000000,61.250000,61.250000,73750800
2022-10-14,63.000000,64.150002,61.599998,61.900002,61.900002,85139332
2022-10-17,61.900002,63.250000,61.150002,62.650002,62.650002,56007734
2022-10-18,63.650002,64.400002,62.750000,63.000000,63.000000,49431277
2022-10-19,63.400002,63.700001,61.500000,62.049999,62.049999,52638798
2022-10-20,61.700001,62.000000,60.849998,61.299999,61.299999,57513138
2022-10-21,61.799999,63.200001,61.299999,61.799999,61.799999,65825881
2022-10-24,62.900002,62.950001,62.049999,62.349998,62.349998,7775480
2022-10-25,62.700001,64.900002,62.400002,64.599998,64.599998,81043498
2022-10-27,64.099998,65.650002,63.500000,65.099998,65.099998,64853360
2022-10-28,65.250000,65.699997,62.299999,62.599998,62.599998,56787309
2022-10-31,63.599998,63.849998,62.099998,63.099998,63.099998,45949861
2022-11-01,63.500000,63.750000,62.700001,63.500000,63.500000,50425928
2022-11-02,63.750000,64.699997,62.700001,63.000000,63.000000,52915032
2022-11-03,62.799999,62.799999,62.000000,62.200001,62.200001,31729457
2022-11-04,62.750000,63.650002,62.450001,63.000000,63.000000,35296904
2022-11-07,63.849998,65.449997,63.250000,65.099998,65.099998,56815391
2022-11-09,65.449997,67.500000,65.000000,65.300003,65.300003,87424592
2022-11-10,65.500000,65.949997,63.150002,63.950001,63.950001,44332611
2022-11-11,66.000000,73.550003,65.500000,72.800003,72.800003,397758848
2022-11-14,74.300003,75.449997,69.050003,69.599998,69.599998,186727024
2022-11-15,69.599998,71.150002,69.099998,69.949997,69.949997,68397103
2022-11-16,69.949997,70.500000,67.699997,68.699997,68.699997,75425523
2022-11-17,68.400002,69.800003,67.500000,67.699997,67.699997,60115704
2022-11-18,68.150002,69.349998,66.900002,67.150002,67.150002,62855692
2022-11-21,66.400002,66.400002,63.799999,64.300003,64.300003,85998316
2022-11-22,64.900002,64.900002,63.299999,63.950001,63.950001,50715391
2022-11-23,63.500000,64.300003,61.400002,61.750000,61.750000,69815602
2022-11-24,62.299999,64.099998,62.049999,63.200001,63.200001,90679986
2022-11-25,64.000000,64.900002,63.049999,64.000000,64.000000,74237526
2022-11-28,64.250000,65.300003,63.799999,64.400002,64.400002,53453545
2022-11-29,64.400002,64.900002,63.000000,63.549999,63.549999,32230342
2022-11-30,63.000000,66.800003,61.900002,65.250000,65.250000,549718630
2022-12-01,66.500000,67.150002,65.400002,66.650002,66.650002,83610566
2022-12-02,66.750000,68.900002,66.500000,68.550003,68.550003,96262543
2022-12-05,68.849998,69.000000,65.000000,65.449997,65.449997,85107187
2022-12-06,64.750000,65.449997,64.449997,64.800003,64.800003,40042683
2022-12-07,65.099998,65.400002,64.250000,64.800003,64.800003,23381811
